Data	Time	River Level	Unnamed: 3	R/W FLOW	R/W NTU	R/W CLR	Unnamed: 7	FILT. NTU	C/W WELL LEVEL	Unnamed: 10	NTU	CLR	Unnamed: 13	T/W FLOW	Unnamed: 15
2025-05-29	1300	4.2		48.2	10	150		0.04	3.82		0.14	5		45.0	
2025-05-29	1500	4.02		47.2	27	216		0.05	3.52		0.15	5		45.1	
2025-05-29	1700	3.81		47.6	9	136		0.05	3.68		0.14	5		45.1	
2025-05-29	1900	3.88		47.3	10	138		0.05	3.69		0.14	5		45.2	
2025-05-29	2100	3.94		47.0	13	147		0.05	3.7		0.14	5		45.0	
2025-05-29	2300	4.16		47.0	17	181		0.05	3.7		0.14	5		45.0	
2025-05-29	100	4.16		47.0	20	194		0.05	3.74		0.15	5		45.0	
2025-05-29	300	4.16		46.7	21	201		0.05	3.74		0.15	5		45.0	
2025-05-29	500	4.28		46.7	23	214		0.05	3.74		0.15	5		45.0	
2025-05-30	700	4.37		47.6	28	245		0.04	3.74		0.16	5		45.3	
2025-05-30	900	4.62		47.8	19	195		0.04	3.74		0.16	5		45.3	
2025-05-30	1100	5.01		47.6	21	200		0.04	3.74		0.16	5		45.3	
2025-05-30	1300	5.01		47.8	21	200		0.04	3.8		0.16	5		45.3	
2025-05-30	1500	4.94		48.0	21	200		0.04	3.82		0.16	5		45.3	
2025-05-30	1700	4.74		48.0	36	345		0.03	3.81		0.15	5		45.0	
2025-05-30	1900	4.65		48.1	52	381		0.04	3.8		0.15	5		45.0	
2025-05-30	2100	4.63		48.0	42	361		0.04	3.8		0.15	5		45.0	
2025-05-30	2300	4.67		47.8	37	345		0.04	3.8		0.15	5		45.0	
2025-05-30	100	4.61		48.0	32	305		0.04	3.8		0.16	5		45.2	
2025-05-30	300	4.49		48.0	25	264		0.04	3.8		0.16	5		45.2	
2025-05-30	500	4.31		48.0	21	200		0.04	3.8		0.16	5		45.2	
2025-05-31	700	4.21		48.4	20	200		0.04	3.82		0.16	5		44.8	
2025-05-31	900	4.06		48.7	17	190		0.04	3.81		0.16	5		44.7	
2025-05-31	1100	4.04		48.0	15	190		0.04	3.82		0.16	5		44.7	
2025-05-31	1300	4.18		48.3	15	190		0.04	3.82		0.16	5		44.7	
2025-05-31	1500	4.21		48.4	15	190		0.04	3.83		0.16	5		44.7	
2025-05-31	1700	3.98		48.4	15	190		0.04	3.7		0.16	5		44.7	
2025-05-31	1900	3.9		48.6	15	190		0.04	3.76		0.16	5		44.6	
2025-05-31	2100	3.85		47.5	15	190		0.04	3.68		0.16	5		44.7	
2025-05-31	2300	3.83		48.2	15	190		0.04	3.68		0.16	5		44.6	
2025-05-31	100	3.8		48.0	14	174		0.04	3.74		0.16	5		44.7	
2025-05-31	300	3.79		47.5	13	164		0.04	3.74		0.16	5		44.6	
2025-05-31	500	3.74		47.5	13	164		0.04	3.58		0.16	5		44.6	
