Data	Time	River Level	Unnamed: 3	R/W FLOW	R/W NTU	R/W CLR	Unnamed: 7	FILT. NTU	C/W WELL LEVEL	Unnamed: 10	NTU	CLR	Unnamed: 13	T/W FLOW	Unnamed: 15
2025-08-29	2100	4.06		53.1	48	380		0.11	3.81		0.24	5		48.8	
2025-08-29	2300	4.01		52.7	45	385		0.11	3.83		0.24	5		48.2	
2025-08-29	100	4		52.6	42	380		0.11	3.83		0.24	5		48.1	
2025-08-29	300	3.96		52.6	40	380		0.09	3.83		0.21	5		48.2	
2025-08-29	500	3.92		52.5	35	360		0.09	3.83		0.21	5		48.2	
2025-08-30	700	3.89		52.5	34	341		0.1	3.82		0.22	5		48.2	
2025-08-30	900	3.77		52.5	33	324		0.1	3.82		0.22	5		48.2	
2025-08-30	1100	3.77		52.5	31	308		0.1	3.79		0.22	5		48.2	
2025-08-30	1300	3.77		52.5	30	300		0.1	3.82		0.21	5		48.3	
2025-08-30	1500	3.76		52.5	28	274		0.1	3.82		0.23	5		43.3	
2025-08-30	1700	3.77		52.4	34	341		0.1	3.82		0.22	5		48.3	
2025-08-30	1900	3.71		52.4	34	341		0.1	3.56		0.24	5		48.3	
2025-08-30	2100	3.71		52.3	31	341		0.13	3.69		0.23	5		48.1	
2025-08-30	2300	3.68		51.3	29	330		0.14	3.77		0.23	5		48.0	
2025-08-30	100	3.65		51.8	29	330		0.16	3.8		0.24	5		48.1	
2025-08-30	300	3.64		52.3	28	330		0.25	3.83		0.27	5		48.0	
2025-08-30	500	3.6		52.5	27	330		0.28	3.84		0.3	5		48.0	
2025-08-31	700	3.61		52.4	27	278		0.28	3.84		0.31	5		47.9	
2025-08-31	900	3.7		54.2	28	282		0.28	3.84		0.31	5		47.8	
2025-08-31	1100	3.68		54.4	28	282		0.1	3.84		0.28	5		47.9	
2025-08-31	1300	- 		54.4	28	282		0.08	3.8		0.25	5		48.0	
2025-08-31	1500	- 		54.4	25	280		0.08	3.8		0.24	5		48.0	
2025-08-31	1700	- 		54.4	27	285		0.07	3.8		0.29	5		48.0	
2025-08-31	1900	- 		54.4	27	285		0.07	3.81		0.23	5		48.0	
2025-08-31	2100	- 		54.4	27	285		0.08	3.8		0.22	5		48.0	
2025-08-31	2300	3.36		54.0	26	271		0.08	3.8		0.22	5		48.0	
2025-08-31	100	3.39		53.2	26	271		0.08	3.8		0.22	5		48.0	
2025-08-31	300	3.44		53.2	26	271		0.08	3.8		0.22	5		48.1	
2025-08-31	500	3.5		53.0	26	271		0.1	3.8		0.22	5		48.0	
