Data	Time	River Level	Unnamed: 3	R/W FLOW	R/W NTU	R/W CLR	Unnamed: 7	FILT. NTU	C/W WELL LEVEL	Unnamed: 10	NTU	CLR	Unnamed: 13	T/W FLOW	Unnamed: 15
2025-06-29	1900	3.82		48.7	52	385		0.06	3.82		0.41	5		44.8	
2025-06-29	2100	3.84		48.8	38	350		0.05	3.82		0.43	5		44.8	
2025-06-29	2300	3.65		48.3	31	300		0.05	3.83		0.51	5		44.4	
2025-06-29	100	3.55		48.5	30	300		0.05	3.83		0.51	5		44.4	
2025-06-29	300	3.52		48.3	25	260		0.06	3.83		0.46	5		44.3	
2025-06-29	500	3.53		48.5	21	180		0.06	3.83		0.44	5		44.3	
2025-06-30	700	3.56		48.5	180	20		0.05	3.82		0.46	5		44.5	
2025-06-30	900	3.56		48.5	180	20		0.04	3.8		0.46	5		44.5	
2025-06-30	1100	3.8		48.6	180	21		0.04	3.8		0.43	5		44.6	
2025-06-30	1300	3.82		48.7	182	22		0.04	3.8		0.41	5		44.6	
2025-06-30	1500	4.2		49.7	23	185		0.04	3.83		0.41	5		44.9	
2025-06-30	1700	4.15		49.3	24	195		0.04	3.83		0.41	5		44.8	
2025-06-30	1900	4.18		49.5	26	230		0.04	3.83		0.41	5		44.9	
2025-06-30	2100	4.21		49.8	32	270		0.04	3.83		0.4	5		44.8	
2025-06-30	2300	4.21		48.8	40	393		0.04	3.83		0.4	5		44.8	
2025-06-30	100	4.33		48.4	46	459		0.04	3.83		0.4	5		44.3	
2025-06-30	300	4.23		47.8	58	571		0.04	3.83		0.42	5		44.4	
2025-06-30	500	4.22		47.7	63	625		0.05	3.83		0.44	5		44.2	
