Data	Time	River Level	Unnamed: 3	R/W FLOW	R/W NTU	R/W CLR	Unnamed: 7	FILT. NTU	C/W WELL LEVEL	Unnamed: 10	NTU	CLR	Unnamed: 13	T/W FLOW	Unnamed: 15
2025-07-29	1700	3.22		50.2	8	125		0.05	3.8		0.66	5		46.0	
2025-07-29	1900	3.24		50.0	8	125		0.08	3.83		0.66	5		46.0	
2025-07-29	2100	3.26		50.0	7	121		0.05	3.6		0.66	5		46.0	
2025-07-29	2300	3.26		49.9	7	121		0.05	3.71		0.67	5		46.0	
2025-07-29	100	-		49.9	8	125		0.04	3.78		0.67	5		46.2	
2025-07-29	300	-		49.9	8	125		0.04	3.79		0.67	5		46.6	
2025-07-29	500	-		49.9	8	125		0.04	3.79		0.67	5		46.5	
2025-07-30	700	3.25		49.3	8	125		0.04	3.81		0.69	5		46.0	
2025-07-30	900	3.21		48.7	8	125		0.04	3.8		0.69	5		46.1	
2025-07-30	1100	3.23		48.6	8	125		0.04	3.8		0.67	5		46.0	
2025-07-30	1300	3.21		48.5	8	125		0.04	3.81		0.67	5		46.0	
2025-07-30	1500	3.23		49.6	7	122		0.04	3.81		0.67	5		46.1	
2025-07-30	1700	3.18		49.9	8	125		0.04	3.83		0.67	5		46.1	
2025-07-30	1900	3.2		50.5	8	125		0.04	3.82		0.66	5		46.2	
2025-07-30	2100	3.23		50.5	8	125		0.04	3.6		0.66	5		46.2	
2025-07-30	2300	3.23		50.5	8	125		0.04	3.73		0.68	5		46.2	
2025-07-30	100	-		50.5	8	125		0.04	3.8		0.67	5		46.2	
2025-07-30	300	-		50.5	8	125		0.04	3.8		0.67	5		46.0	
2025-07-30	500	-		50.6	8	125		0.05	3.8		0.68	5		46.0	
2025-07-31	700	3.23		49.3	8	125		0.05	3.83		0.69	5		46.0	
2025-07-31	900	3.25		49.3	8	125		0.05	3.83		0.69	5		46.0	
2025-07-31	1100	3.2		52.8	11	138		0.04	3.77		0.7	5		46.1	
2025-07-31	1300	3.18		50.2	11	138		0.04	3.77		0.69	5		46.0	
2025-07-31	1500	3.2		50.0	9	130		0.04	3.8		0.69	5		46.0	
2025-07-31	1700	3.19		51.2	9	130		0.04	3.81		0.7	5		46.4	
2025-07-31	1900	3.2		50.5	9	130		0.04	3.78		0.69	5		46.4	
2025-07-31	2100	3.21		50.0	9	130		0.04	3.56		0.69	5		46.4	
2025-07-31	2300	3.21		50.0	9	130		0.04	3.77		0.7	5		46.0	
2025-07-31	100	-		50.2	9	130		0.07	3.78		0.7	5		46.0	
2025-07-31	300	-		50.6	9	130		0.07	3.78		0.7	5		46.6	
2025-07-31	500	-		50.1	9	136		0.07	3.79		0.7	5		46.6	
